reactant_id_no_underbar,reactant_smi,maa_strings,mca_strings,error,reactant_id,rxn_id,mapped_atoms
19reac0,C1C[O:10]C1,{},"{'2': {'MCA Value [kJ/mol]': 359.9536007272545, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Ether'}}",,19_0,19,{10: 2}
19reac1,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,"{'6': {'MAA Value [kJ/mol]': 481.92995037930086, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Carbocation'}, '0': {'MAA Value [kJ/mol]': 377.7654907205142, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '10': {'MAA Value [kJ/mol]': 377.7654907205142, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '2': {'MAA Value [kJ/mol]': 361.82052459870465, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '4': {'MAA Value [kJ/mol]': 361.82052459870465, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '12': {'MAA Value [kJ/mol]': 361.82052459870465, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '8': {'MAA Value [kJ/mol]': 361.82052459870465, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '3': {'MAA Value [kJ/mol]': 338.4549266612157, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Double bond'}, '7': {'MAA Value [kJ/mol]': 338.4549266612157, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Double bond'}, '5': {'MAA Value [kJ/mol]': 177.5666753607802, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '1': {'MAA Value [kJ/mol]': 177.5666753607802, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '9': {'MAA Value [kJ/mol]': 177.5666753607802, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '11': {'MAA Value [kJ/mol]': 177.5666753607802, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}}","{'8': {'MCA Value [kJ/mol]': 243.11054634745233, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '12': {'MCA Value [kJ/mol]': 243.11054634745233, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '2': {'MCA Value [kJ/mol]': 243.11054634745233, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '4': {'MCA Value [kJ/mol]': 243.11054634745233, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '9': {'MCA Value [kJ/mol]': 242.97136068018153, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '11': {'MCA Value [kJ/mol]': 242.97136068018153, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '1': {'MCA Value [kJ/mol]': 242.97136068018153, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '5': {'MCA Value [kJ/mol]': 242.97136068018153, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '0': {'MCA Value [kJ/mol]': 229.27007203479297, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '10': {'MCA Value [kJ/mol]': 229.27007203479297, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '3': {'MCA Value [kJ/mol]': 200.70351033494808, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '7': {'MCA Value [kJ/mol]': 200.70351033494808, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}}",,19_1,19,{20: 6}
20reac0,CC1=CCC(CC1)[C+:20](C)C,"{'7': {'MAA Value [kJ/mol]': 486.12322594900616, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Carbocation'}, '1': {'MAA Value [kJ/mol]': 386.4412517747842, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Double bond'}, '2': {'MAA Value [kJ/mol]': 131.22293089306913, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}}","{'2': {'MCA Value [kJ/mol]': 365.0386885232292, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '1': {'MCA Value [kJ/mol]': 356.44354633428156, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Double bond'}}",,20_0,20,{20: 7}
20reac1,CC1(C2CC1C3(C(C2)[O:10]3)C)C,{},"{'8': {'MCA Value [kJ/mol]': 342.7870675979648, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Ether'}}",,20_1,20,{10: 8}
21reac0,C[C+:20]1CCCCCC1C2=C(C=CC(=C2)OC)[NH:10]C,"{'1': {'MAA Value [kJ/mol]': 388.2803445854224, 'Error Log (Reactant, Product)': 'Connectivity, None', 'Type': 'Carbocation'}, '9': {'MAA Value [kJ/mol]': 369.66002520220354, 'Error Log (Reactant, Product)': 'Connectivity, Connectivity', 'Type': 'Double bond'}, '8': {'MAA Value [kJ/mol]': 351.45956043037586, 'Error Log (Reactant, Product)': 'Connectivity, Connectivity', 'Type': 'Double bond'}, '13': {'MAA Value [kJ/mol]': 273.2334236674942, 'Error Log (Reactant, Product)': 'Connectivity, Connectivity', 'Type': 'Double bond'}, '10': {'MAA Value [kJ/mol]': 257.67407847964205, 'Error Log (Reactant, Product)': 'Connectivity, Connectivity', 'Type': 'Double bond'}, '11': {'MAA Value [kJ/mol]': 255.81358670210466, 'Error Log (Reactant, Product)': 'Connectivity, Connectivity', 'Type': 'Double bond'}, '12': {'MAA Value [kJ/mol]': 213.31615212420002, 'Error Log (Reactant, Product)': 'Connectivity, Connectivity', 'Type': 'Double bond'}}","{'11': {'MCA Value [kJ/mol]': 431.25772686162964, 'Error Log (Reactant, Product)': 'Connectivity, Connectivity', 'Type': 'Double bond'}, '13': {'MCA Value [kJ/mol]': 418.9058414839674, 'Error Log (Reactant, Product)': 'Connectivity, Connectivity', 'Type': 'Double bond'}, '9': {'MCA Value [kJ/mol]': 394.219185590744, 'Error Log (Reactant, Product)': 'Connectivity, Connectivity', 'Type': 'Double bond'}, '14': {'MCA Value [kJ/mol]': 367.6149278553203, 'Error Log (Reactant, Product)': 'Connectivity, Connectivity', 'Type': 'Ether'}, '16': {'MCA Value [kJ/mol]': 356.21617208165117, 'Error Log (Reactant, Product)': 'Connectivity, None', 'Type': 'Amine'}, '8': {'MCA Value [kJ/mol]': 302.8881799336523, 'Error Log (Reactant, Product)': 'Connectivity, None', 'Type': 'Double bond'}, '10': {'MCA Value [kJ/mol]': 299.47526226122864, 'Error Log (Reactant, Product)': 'Connectivity, None', 'Type': 'Double bond'}, '12': {'MCA Value [kJ/mol]': 294.50368764298037, 'Error Log (Reactant, Product)': 'Connectivity, None', 'Type': 'Double bond'}}",,21_0,21,"{20: 1, 10: 16}"
22reac0,C[C+:20](C)C,"{'1': {'MAA Value [kJ/mol]': 498.7691061699297, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Carbocation'}}",{},,22_0,22,{20: 1}
22reac1,C1=CC(=CC=C1[NH2:10])Cl,"{'2': {'MAA Value [kJ/mol]': 389.07797902077436, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Double bond'}, '1': {'MAA Value [kJ/mol]': 78.53906185203232, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '3': {'MAA Value [kJ/mol]': 78.53906185203232, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '5': {'MAA Value [kJ/mol]': 69.2990460197907, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '4': {'MAA Value [kJ/mol]': 65.0110701720696, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '0': {'MAA Value [kJ/mol]': 65.0110701720696, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}}","{'6': {'MCA Value [kJ/mol]': 427.99999128538184, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Amine'}, '2': {'MCA Value [kJ/mol]': 392.9837060451973, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '4': {'MCA Value [kJ/mol]': 383.6958694094792, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '0': {'MCA Value [kJ/mol]': 383.6958694094792, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '1': {'MCA Value [kJ/mol]': 298.0152384156827, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '3': {'MCA Value [kJ/mol]': 298.0152384156827, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '5': {'MCA Value [kJ/mol]': 237.94495239434764, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '7': {'MCA Value [kJ/mol]': 226.78426563041285, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Atom with lone pair'}}",,22_1,22,{10: 6}
23reac0,COC1=CC=C(C=C1)/[CH:20]=[NH+:21]/C2CCCCC2,"{'8': {'MAA Value [kJ/mol]': 319.3308000396937, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Iminium'}, '2': {'MAA Value [kJ/mol]': 236.3310713141691, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '4': {'MAA Value [kJ/mol]': 229.33458054275252, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '6': {'MAA Value [kJ/mol]': 229.33458054275252, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '3': {'MAA Value [kJ/mol]': 162.76166014256887, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Double bond'}, '7': {'MAA Value [kJ/mol]': 162.76166014256887, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Double bond'}, '5': {'MAA Value [kJ/mol]': 161.76926777441986, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Double bond'}}","{'7': {'MCA Value [kJ/mol]': 303.16886347788386, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '3': {'MCA Value [kJ/mol]': 303.16886347788386, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '5': {'MCA Value [kJ/mol]': 274.59134290064685, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '1': {'MCA Value [kJ/mol]': 254.77567425812595, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Ether'}, '6': {'MCA Value [kJ/mol]': 235.67221353482455, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '4': {'MCA Value [kJ/mol]': 235.67221353482455, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '2': {'MCA Value [kJ/mol]': 168.11637035850435, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '8': {'MCA Value [kJ/mol]': 114.91219175048172, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond neighbouratom with charge plus1'}}",,23_0,23,"{20: 8, 21: 9}"
23reac1,C1=CC=C(C=C1)[NH2:10],"{'1': {'MAA Value [kJ/mol]': 54.55890357890166, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '5': {'MAA Value [kJ/mol]': 54.55890357890166, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '3': {'MAA Value [kJ/mol]': 50.22852467815392, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '2': {'MAA Value [kJ/mol]': 35.16944087075535, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '4': {'MAA Value [kJ/mol]': 35.16944087075535, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '0': {'MAA Value [kJ/mol]': 13.170231490163133, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}}","{'6': {'MCA Value [kJ/mol]': 434.8311335159233, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Amine'}, '0': {'MCA Value [kJ/mol]': 411.36881836294197, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '2': {'MCA Value [kJ/mol]': 397.84726451302413, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '4': {'MCA Value [kJ/mol]': 397.84726451302413, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '1': {'MCA Value [kJ/mol]': 306.20242842601147, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '5': {'MCA Value [kJ/mol]': 306.20242842601147, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '3': {'MCA Value [kJ/mol]': 241.39198272663634, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}}",,23_1,23,{10: 6}
24reac0,CCC/[N:10]=C/C1=CC=CC=C1,"{'8': {'MAA Value [kJ/mol]': 134.07869649585336, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '6': {'MAA Value [kJ/mol]': 132.46916427486576, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '10': {'MAA Value [kJ/mol]': 132.46916427486576, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '4': {'MAA Value [kJ/mol]': 112.69382363813929, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Imine'}, '3': {'MAA Value [kJ/mol]': 102.5934044891037, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '7': {'MAA Value [kJ/mol]': 77.78546065022238, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '9': {'MAA Value [kJ/mol]': 77.78546065022238, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '5': {'MAA Value [kJ/mol]': 60.12040771287866, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}}","{'4': {'MCA Value [kJ/mol]': 519.1732726192567, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Double bond'}, '3': {'MCA Value [kJ/mol]': 473.2396332034841, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Imine'}, '8': {'MCA Value [kJ/mol]': 307.97331930487417, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '6': {'MCA Value [kJ/mol]': 305.5922424243763, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '10': {'MCA Value [kJ/mol]': 305.5922424243763, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '7': {'MCA Value [kJ/mol]': 293.5927517237142, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '9': {'MCA Value [kJ/mol]': 293.5927517237142, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '5': {'MCA Value [kJ/mol]': 252.392696053721, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Double bond'}}",,24_0,24,{10: 3}
24reac1,C1C2=C(C=CC=C2)[C:20](=[O:21])OC1=O,"{'10': {'MAA Value [kJ/mol]': 254.85798909631558, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Anhydride'}, '7': {'MAA Value [kJ/mol]': 249.2734320908785, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Anhydride'}, '5': {'MAA Value [kJ/mol]': 188.91025523794815, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '3': {'MAA Value [kJ/mol]': 183.408442258602, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '1': {'MAA Value [kJ/mol]': 180.23210999416187, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '6': {'MAA Value [kJ/mol]': 105.07452549552545, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '4': {'MAA Value [kJ/mol]': 89.10793492104858, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '2': {'MAA Value [kJ/mol]': 71.67567627271637, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '8': {'MAA Value [kJ/mol]': 22.300951232900843, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '11': {'MAA Value [kJ/mol]': -17.826877542305738, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}}","{'8': {'MCA Value [kJ/mol]': 307.0940770858433, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Atom with lone pair'}, '11': {'MCA Value [kJ/mol]': 303.8876247906592, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Atom with lone pair'}, '4': {'MCA Value [kJ/mol]': 279.26028266036883, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '6': {'MCA Value [kJ/mol]': 274.9507073101122, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '7': {'MCA Value [kJ/mol]': 263.89680379698984, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Double bond'}, '3': {'MCA Value [kJ/mol]': 258.8794589799363, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '5': {'MCA Value [kJ/mol]': 253.02399101224728, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '2': {'MCA Value [kJ/mol]': 243.72116648871452, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '9': {'MCA Value [kJ/mol]': 237.3669598621782, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Atom with lone pair'}, '1': {'MCA Value [kJ/mol]': 236.43822007835843, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '10': {'MCA Value [kJ/mol]': 198.1448328862898, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Double bond'}}",,24_1,24,"{20: 7, 21: 8}"
25reac0,CC(=O)OCC1C(C[CH:20]=[O+:21]1)OC(=O)C,"{'8': {'MAA Value [kJ/mol]': 487.78102495358326, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Oxonium'}, '1': {'MAA Value [kJ/mol]': 419.3366385316476, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Ester'}, '11': {'MAA Value [kJ/mol]': 380.02960521238856, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Ester'}, '12': {'MAA Value [kJ/mol]': 309.58124236785807, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Double bond'}, '2': {'MAA Value [kJ/mol]': 287.43108182330616, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Double bond'}}","{'8': {'MCA Value [kJ/mol]': 367.82562864618376, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Double bond neighbouratom with charge plus1'}, '1': {'MCA Value [kJ/mol]': 333.5380163162481, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Double bond'}, '2': {'MCA Value [kJ/mol]': 298.04313931427896, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Ester'}, '12': {'MCA Value [kJ/mol]': 292.1210780874826, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Ester'}, '3': {'MCA Value [kJ/mol]': 231.47106781462207, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Atom with lone pair'}, '10': {'MCA Value [kJ/mol]': 208.47587619093247, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Atom with lone pair'}, '11': {'MCA Value [kJ/mol]': 102.63329356350005, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Double bond'}}",,25_0,25,"{20: 8, 21: 9}"
25reac1,C1=CC(=[N:10]C=C1)O,"{'0': {'MAA Value [kJ/mol]': 128.03265569999348, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '4': {'MAA Value [kJ/mol]': 123.94184326252434, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '2': {'MAA Value [kJ/mol]': 118.65084831533022, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '1': {'MAA Value [kJ/mol]': 76.62059764307924, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '5': {'MAA Value [kJ/mol]': 39.10222803463694, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '3': {'MAA Value [kJ/mol]': -31.422857292112894, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}}","{'3': {'MCA Value [kJ/mol]': 442.1813597987639, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Pyridine like nitrogen'}, '5': {'MCA Value [kJ/mol]': 325.58773131889757, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '1': {'MCA Value [kJ/mol]': 319.04493389534764, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '4': {'MCA Value [kJ/mol]': 252.77842201315798, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '6': {'MCA Value [kJ/mol]': 244.37261461140588, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Atom with lone pair'}, '0': {'MCA Value [kJ/mol]': 227.90118926693685, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '2': {'MCA Value [kJ/mol]': 175.44519570993725, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}}",,25_1,25,{10: 3}
26reac0,CCC(CC)O,{},"{'5': {'MCA Value [kJ/mol]': 328.8981492121238, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Atom with lone pair'}}",,26_0,26,{}
26reac1,CCC(C(C)[C:20](=[O:21])Cl)O[Si](C)(C)C(C)(C)C,"{'5': {'MAA Value [kJ/mol]': 362.666264470201, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Acyl halide'}, '6': {'MAA Value [kJ/mol]': 53.23281962424517, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Double bond'}}","{'5': {'MCA Value [kJ/mol]': 454.39422014029697, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Double bond'}, '6': {'MCA Value [kJ/mol]': 268.4834690489806, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Atom with lone pair'}, '8': {'MCA Value [kJ/mol]': 254.47250257665291, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Silyl ether'}, '7': {'MCA Value [kJ/mol]': 223.78393738158047, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Atom with lone pair'}}",,26_1,26,"{20: 5, 21: 6}"
26reac2,CN(C)C1=CC=[N:10]C=C1,"{'3': {'MAA Value [kJ/mol]': 106.6536784330383, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '5': {'MAA Value [kJ/mol]': 91.53745077038184, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Imine'}, '7': {'MAA Value [kJ/mol]': 91.53745077038184, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Imine'}, '4': {'MAA Value [kJ/mol]': 41.01856376696378, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '8': {'MAA Value [kJ/mol]': 41.01856376696378, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '6': {'MAA Value [kJ/mol]': -47.03012830298394, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}}","{'6': {'MCA Value [kJ/mol]': 498.23423211602494, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Imine'}, '1': {'MCA Value [kJ/mol]': 421.50945936259814, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Amine'}, '4': {'MCA Value [kJ/mol]': 390.0544229154475, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '8': {'MCA Value [kJ/mol]': 390.0544229154475, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '3': {'MCA Value [kJ/mol]': 285.8832177363802, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Double bond'}, '5': {'MCA Value [kJ/mol]': 267.35726737976074, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '7': {'MCA Value [kJ/mol]': 267.35726737976074, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}}",,26_2,26,{10: 6}
27reac0,CC[C:20](=[O:21])OC1=CC=C(C=C1)[N+](=O)[O-],"{'8': {'MAA Value [kJ/mol]': 298.54155278997496, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Double bond'}, '2': {'MAA Value [kJ/mol]': 284.9703679147642, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Ester'}, '5': {'MAA Value [kJ/mol]': 241.43048311630264, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '7': {'MAA Value [kJ/mol]': 209.34833104955032, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '9': {'MAA Value [kJ/mol]': 209.34833104955032, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '12': {'MAA Value [kJ/mol]': 129.13981779967435, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond neighbouratom with charge plus1'}, '11': {'MAA Value [kJ/mol]': 116.84944285359234, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Cation with charge plus1'}, '6': {'MAA Value [kJ/mol]': 113.1188906119205, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '10': {'MAA Value [kJ/mol]': 113.1188906119205, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '3': {'MAA Value [kJ/mol]': -25.778788813157007, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}}","{'2': {'MCA Value [kJ/mol]': 317.4020159363281, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Double bond'}, '13': {'MCA Value [kJ/mol]': 308.8947214006912, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Anion with charge minus1'}, '12': {'MCA Value [kJ/mol]': 307.17969845747575, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Atom with lone pair'}, '3': {'MCA Value [kJ/mol]': 299.6537769655697, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Ester'}, '6': {'MCA Value [kJ/mol]': 277.7219913424924, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '10': {'MCA Value [kJ/mol]': 277.7219913424924, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '5': {'MCA Value [kJ/mol]': 273.3871814252343, 'Error Log (Reactant, Product)': 'None, Connectivity', 'Type': 'Double bond'}, '8': {'MCA Value [kJ/mol]': 260.2055422309786, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '4': {'MCA Value [kJ/mol]': 238.67998837074265, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Atom with lone pair'}, '7': {'MCA Value [kJ/mol]': 235.47647207137197, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}, '9': {'MCA Value [kJ/mol]': 235.47647207137197, 'Error Log (Reactant, Product)': 'None, None', 'Type': 'Double bond'}}",,27_0,27,"{20: 2, 21: 3}"
