smiles,fold
Cc1c(CCC(=O)O)ccc(OCc2sc(F)cc2-c2ccc(Cl)cc2)c1C,train_fold1
CCCC(=O)Nc1c2c(nc3oc(C)nc13)CCCC2,train_fold1
CCCCc1ccc(-c2nc(C)c(C(C)=O)o2)cc1,train_fold1
Nc1ccc2oc3nccc(NCc4ccc(Br)cc4)c3c2c1,train_fold1
CS(=O)(=O)c1cccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,train_fold1
Clc1ccc(/N=N/c2c[nH]c3ccccc23)cc1,train_fold1
O=C1NCC2c3c(cccc31)CCN2C(=O)C1CNC1,train_fold1
O=C(/C(=C\c1c(O)cc(O)cc1O)SCc1ccc(Cl)c(Cl)c1)c1ccc(Cl)cc1,train_fold1
C#CCCCCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,train_fold1
CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2Br)nc2nc(N)sc12,train_fold1
CCOC(=O)/C=C/c1cc2c(cc1/C=C/c1cc(OC)c(OC)c(OC)c1)OCO2,train_fold1
N#C[C@]12CC3CC(C1)[C@@H](NC(=O)c1cnn4cc(Cl)cnc14)C(C3)C2,train_fold1
O=C1c2ccccc2C(=O)c2cc3oc(SCCCN4CCCCC4)nc3cc21,train_fold1
O=C(CO)N1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,train_fold1
O=C1C=C(c2ccc(O)cc2)/C(=C/c2ccc(O)cc2)O1,train_fold1
CC(=O)c1ccc(OCCCCCCCOc2ccc(C(C)=O)cc2)cc1,train_fold1
CC(=O)N[C@@H](C)c1ccc(O[C@H]2CCN(c3ccc(OC4CC4)cc3)C2)cc1,train_fold1
COc1ccc(N(C(C)=O)c2nc(C)cc(C)c2C#N)c(OC)c1,train_fold1
CC(C)[C@H](CO)Nc1nc(OCC2CCCCC2)c2[nH]cnc2n1,train_fold1
CC1(C)CC(NC(=S)Nc2ccc([N+](=O)[O-])cc2)c2cc(F)ccc2O1,train_fold1
Cc1c(Cc2ccccc2)nnc(N2CCN(Cc3ccccc3)CC2)c1C,train_fold1
Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCNC(C)CC3)n2)n1,train_fold1
C=CCNC(=S)NNc1nc(Nc2ccccc2)nc(N2CCCCC2)n1,train_fold1
Cc1c(N=Nc2ccc(O)cc2)c(=O)n(-c2ccccc2)n1C,train_fold1
COc1cc(OC)c2c(c1)OCC1CON(C)C21,train_fold1
COc1cc(C(=O)NCC(=O)OCc2ccccc2Cl)cc(OC)c1OC,train_fold1
C#CCN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC)c1,train_fold1
Cc1ccccc1-c1ccc(Cn2cccc(O)c2=S)cc1,train_fold1
Cc1ccccc1Cc1ccc(N2CCC[C@@]2(C)CC(=O)O)cc1,train_fold1
c1cc2cc(N3CCN4CCC3C4)ccc2cn1,train_fold1
CCCc1ccc(O)c(/N=C/c2cc(Br)cc(OCC)c2O)c1,train_fold1
CSc1ccc(CCC(=O)N[C@H]2CCOC2=O)cc1,train_fold1
Nc1ccn([C@@H]2C(F)=C(CO)[C@@H](O)[C@H]2O)c(=O)n1,train_fold1
COc1cc([S+](C)[O-])ccc1-c1cn2cccnc2n1,train_fold1
CCN(CC)C[C@H]1CN=C(c2ccc([N+](=O)[O-])cc2)O1,train_fold1
CCOC(=O)c1ccc(COC(=O)c2ccc3c(c2)-c2ccccc2C3=O)cc1,train_fold1
COc1cc(Sc2c(-c3ccccc3)[nH]c3c(OC)cccc23)cc(OC)c1OC,train_fold1
CCC1C(=O)NC2=Nc3sc4c(c3CN21)CCCC4,train_fold1
O=c1[nH]c2cc(C(F)(F)F)ccc2n1-c1cc(C(F)(F)F)ccc1O,train_fold1
Cc1cccc(Nc2ncnc3cc4c(cc23)n(C)c(=O)n4C)c1,train_fold1
FC(F)(F)c1ccc(-c2cn(-c3cc(Br)cc(-c4nnn[nH]4)c3)nn2)cc1,train_fold1
CC(C)n1cnc2ccc(-c3n[nH]c4ccnc(OC5CCOCC5)c34)cc21,train_fold1
Oc1ccc2[nH]c3ncnc(NC4CCOCC4)c3c2c1,train_fold1
COc1ccc(CC(=O)NCC(=O)c2ccc(C)cc2)cc1OC,train_fold1
CCC1CCCCN1C(=O)CCc1nnc(Cc2c[nH]c3ccccc23)o1,train_fold1
COc1ccc(Cl)c2c1CCC(C(c1ccccc1)N1CCCCC1)C2=O,train_fold1
O=C(Nc1nccs1)c1cnc2ccc(Cl)cc2c1O,train_fold1
CC12CC3CC(C)(C1)CC(NC(=O)c1ccc(-c4cssc4=S)cc1)(C3)C2,train_fold1
Cc1c(/N=C/c2ccc(C(F)(F)F)cc2)cccc1C(=O)O,train_fold1
COc1ccc(CC(=O)O/N=C(\N)c2ccc(C)cc2)cc1,train_fold1
Cc1nc2nc(C)c(C)nc2nc1C,train_fold1
Fc1cc2[nH]cc(Cc3c[nH]c4cc(F)c(F)cc34)c2cc1F,train_fold1
COc1ccc(-c2nn3c(-c4cc(-c5ccccc5)n[nH]4)nnc3s2)cc1OC,train_fold1
CC(=O)c1cccc(NC(=O)C(C)OC(=O)c2cccc(-n3cnnn3)c2)c1,train_fold1
Cc1ccc(C(=O)NC(CN2CCCC2=O)c2ccccc2)cn1,train_fold1
NC(=S)NNC(=O)c1ccc(C(=O)c2cccc([N+](=O)[O-])c2)cc1,train_fold1
c1ccc(C(CCn2ccnc2)c2ccccc2)cc1,train_fold1
CCc1nn(C)c(CO/N=C\c2c(C)nn(C)c2Oc2ccc(OC)cc2)c1Cl,train_fold1
CCOP(=O)(NC(C)C)Oc1cc(C)c([N+](=O)[O-])cn1,train_fold1
Nc1nc(N)c2nc(Cc3ccc(Cl)cc3)c(Cc3ccc(Cl)cc3)nc2n1,train_fold1
Cc1nc(Cc2ccc(F)cc2)nc(N2CC(C)c3ccccc3C2C)c1C,train_fold1
CC(C)=CCOc1ccc(C2=C(CC(C)C)C(=O)N(CC(O)C(=O)O)C2=O)cc1,train_fold1
Cn1cc(S(=O)(=O)Nc2ccc3[nH]c(C4CCC4)nc3c2)cn1,train_fold1
COc1cccc(N2CCN(c3ncnc4c3[nH]c3ccc(F)cc34)C[C@@H]2C)c1,train_fold1
CNC(=S)NCCSCc1ccc(CN(C)C)o1,train_fold1
N=C(NN)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)cc1,train_fold1
CN1C2CCC1c1c(n(C)c3ccc(S(=O)(=O)c4ccc5[nH]ccc5c4)cc13)C2,train_fold1
COc1ccc(-c2c3c(nc4cc(OC)c(OC)cc24)COC3=O)cc1OC,train_fold1
CC(=O)Nc1ccc(NC(=O)COc2ccc(S(=O)(=O)N3CCCC3)cc2C)cc1,train_fold1
CC(=O)c1ccc2c(c1)O[C@H]([C@@H]1CCCN1C)CO2,train_fold1
Oc1cc(Nc2ncc(-c3ccccc3)o2)ccc1-c1cnco1,train_fold1
CC/C=C/[C@H](CC)C[C@]1(CC)C=C(CC)C(=O)O1,train_fold1
COc1ccc(C(=O)N[C@@H](CC(=O)O)c2ccc(C)cc2)nc1-c1ccc(F)cc1,train_fold1
Cc1cc2c(NC3CCCCC3)nc(-c3cccnc3)nc2s1,train_fold1
COc1ccc(/C=C/C(=O)C2=Cc3cc(OC)ccc3OC2)cc1,train_fold1
CCOC(=O)c1c(C)[nH]c(CCC(=O)NCc2cc(OC)c(OC)c(OC)c2)c1C,train_fold1
CSc1nsnc1C1=C(C)CCN(C)C1,train_fold1
CCCNCCN1c2ccccc2N2CCc3cccc(c32)C1C,train_fold1
CCCNC(=O)NC(=O)CSc1nnc(C)n1N,train_fold1
O=C1CCCN1CC(O)CN1CCN(c2ccccc2F)CC1,train_fold1
CC(C)c1nn2ccccc2c1-c1ccc(Cl)nn1,train_fold1
O=C(CCc1ccccc1)N1Cc2cc(N3CCOCC3)ccc2-n2nncc2C1,train_fold1
O=c1ccc(-c2nc3cc(S(=O)(=O)CC(F)(F)F)ccc3[nH]2)cn1-c1ccccc1,train_fold1
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,train_fold1
CCOc1ccccc1C(=O)OCC(=O)Nc1nnc(-c2ccccc2)o1,train_fold1
Cc1cccc(CC(=O)N2CCN=C2SCc2ccc([N+](=O)[O-])cc2)c1,train_fold1
CC(C)(C)OC(=O)N1C[C@H]2CCN(c3ccc(OC(F)(F)F)cc3)C(=O)[C@H]2C1,train_fold1
C=Cc1ccc2c(O)cc(C(=O)O)nc2c1,train_fold1
CCNc1nsc(NCC)n1,train_fold1
CCC(=O)c1c(CC)c2n3c1CC[C@H]3CCC2,train_fold1
Cc1ccc(-c2noc(CN3N=N[C@@H]4C(=O)N(c5ccccc5)C(=O)[C@@H]43)n2)cc1,train_fold1
CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(C(=O)O)CCC[C@]1(C)O2,train_fold1
FC(F)(F)c1ccc(/C=C\c2cc(Cl)cc(Cl)c2)cc1,train_fold1
COCCN(CCOC)c1nc(S(=O)(=O)c2ccc(C)cc2)c(Cl)s1,train_fold1
Fc1cc2nc(SCC3CCCCC3)[nH]c2cc1N1CCNCC1,train_fold1
N#CCCN(C(=O)COC(=O)Cc1ccc(Br)cc1)c1ccccc1,train_fold1
COc1ccccc1CCNC(=O)Cc1cccs1,train_fold1
CN1CCCCc2[nH]c3ccccc3c2CC1,train_fold1
CN(C)C(CNC(=O)C1CC(=O)N(c2cccc(C(F)(F)F)c2)C1)c1ccccc1,train_fold1
COc1cccc(-c2ncnc3c2ncn3C2O[C@H](CO)[C@@H](O)[C@H]2O)c1,train_fold1
O=c1[nH]c2cnc3[nH]ccc3c2n1C1CCNCC1,train_fold1
O=C(Nc1nnc(N2CCCCCC2)s1)Nc1ccccc1C(F)(F)F,train_fold1
CNCCCNC(=O)[C@H](C)c1ccc(CC(C)C)cc1,train_fold1
CC(=O)O[C@H](C)[C@H]1CC[C@@]2(O)[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@@H]4C[C@@]43[C@H](O)C[C@]12O,train_fold1
CCCCC1(c2cccc(C)c2)NC(=O)NC1=O,train_fold1
N[C@H](COc1nc(-c2ccncc2)nc2sc3c(c12)CCCC3)Cc1c[nH]cn1,train_fold1
COc1ccc(C(O)Cn2nc(-c3ccccc3)cc2CO)cc1,train_fold1
O=c1cc(C(F)(F)F)c2cc(N(CCC(F)(F)F)CC(F)(F)F)ccc2[nH]1,train_fold1
Cc1ccc(S(=O)(=O)C2=Cc3ccccc3C2(O)c2ccccc2)cc1,train_fold1
CCCc1ccc(NC(=O)c2ccccc2CCc2ccncc2)cc1,train_fold1
c1ccc(COC2COC3C(OCc4ccccc4)COC23)cc1,train_fold1
NC(=O)c1ccc(-c2ccc(Cc3ccncc3)cc2)cc1,train_fold1
O=C1c2cc(I)ccc2SC1c1ccccc1,train_fold1
NCCN1CCN(Cc2ccc(CNC(=O)c3csc4nc[nH]c(=O)c34)cc2)CC1,train_fold1
Cc1ccc(-n2nc(C)c3cnc(-c4ccc([C@H]5C[C@@H]5C(=O)O)cc4F)cc32)nc1,train_fold1
CCCC(=O)Oc1c2c(c(OC(=O)CCC)c3cc(Cl)ccc13)OCCO2,train_fold1
C=CCc1cc(OC)c(O[C@@H](C)Cc2cc(OC)c(OC)c(OC)c2)c(OC)c1,train_fold1
CC(C)CCCCCCC(=O)N/C(=C\c1ccc(O)cc1)C(=O)O,train_fold1
CN(C)CCOc1cncc(N2CCOCC2)c1,train_fold1
Cc1onc(NS(=O)(=O)c2ccccc2-c2ccc(CC(C)C)cc2)c1C,train_fold1
Cc1cn(C(C)(C)C)c2c1c(C)nc1ncnn12,train_fold1
CCC(=O)c1ccc(OCCCCOc2ccc(C(=O)O)cc2C)c(C)c1O,train_fold1
CC1(C)CCC(C)(C)c2cc3oc(-c4ccc(C(=O)O)cc4)cc3cc21,train_fold1
COc1ccc2c(c1)O[C@H](C)[C@H]1C=C(C=O)[C@@H](C)[C@]3(C(=O)Nc4ccccc43)[C@H]21,train_fold1
O=C(c1cc2cc(C(F)(F)F)ccc2s1)N1CCOCC1,train_fold1
O/N=C(/c1ccccc1O)c1cc(Br)ccc1O,train_fold1
Fc1cccc(-c2nc(CN3CCCCCC3)co2)c1,train_fold1
O=C(Nc1ccc(C(F)(F)F)cc1)NC1CCN(c2ncccc2C(F)(F)F)C1,train_fold1
COc1ccccc1NC(=O)c1cnc(SC)nc1,train_fold1
C[C@@H](Nc1nc2c(/C=C3\NC(=O)NC3=O)cnn2c(NC2CC2)c1C#N)C1CC1,train_fold1
COc1cc([C@@H]2[C@@H](C)[C@H](C)[C@H]2c2ccc(OC(C)=O)c(OC)c2)ccc1OC(C)=O,train_fold1
Cc1ccc(NC(=O)C2CCCN(c3nnc(-n4c(C)ccc4C)s3)C2)cc1Cl,train_fold1
CCOc1ccccc1CNS(=O)(=O)c1c[nH]cn1,train_fold1
CN(C)CCn1c2ccccc2c2nc3cc4ccccc4cc3nc21,train_fold1
COc1cccc(Nc2nccc(-c3ccc(C)s3)n2)c1,train_fold1
COc1cc(C(=O)N(C)C(C)Cc2cc(C)ccn2)ccn1,train_fold1
O=C(Nc1ccccc1)c1c(-c2ccccc2)[n+]([O-])c2ccc(Cl)cc2[n+]1[O-],train_fold1
Cc1c(-c2cc(-c3cnn(C)c3C)n(CC(=O)NC3CC3)n2)cnn1C,train_fold1
CN(C)c1ccc(-c2n[nH]c3ccc(-c4ncn[nH]4)cc23)cc1,train_fold1
Cc1ccc(-c2cnc(N)c3cc(-c4ccnc(N)n4)ccc23)cc1,train_fold1
CCOC(=O)/C(=C\Nc1cccc(Cl)c1)C(=O)c1ccccc1Cl,train_fold1
C=CC/C=C\Cc1csc(C(C)(C)[C@H](O)C/C=C/C(O)(CO)CCNC(=O)OC)n1,train_fold1
CNC1=NC(=O)[C@@H]([C@H](C)c2c[nH]c3ccccc23)O1,train_fold1
CCCCCC/C(=N/S(=O)(=O)c1ccc(C)cc1)N1CCCC1,train_fold1
Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(F)c(Cl)c2)c1-c1ccc(F)cc1,train_fold1
COc1ccc2c(c1)Cc1sc(NC(=O)c3cccc(Cl)c3)nc1-2,train_fold1
CCCN(CCC)[C@H]1Cc2cc(O)ccc2C[C@H]1C,train_fold1
CC1CCc2nc3ccc(S(=O)(=O)N4CCC(C(=O)O)CC4)cc3c(C(=O)O)c2C1,train_fold1
C(=C/c1ccco1)\c1nc2ccccc2[nH]1,train_fold1
[N-]=[N+]=Nc1cccc(-c2cc(Cn3cnc(I)c3)cc3cccnc23)c1,train_fold1
CCOc1ccc2c(N/N=C/c3ccncc3)ccnc2c1,train_fold1
COc1ccc(CC(=O)N2CCC(N3C(=O)OCc4ccccc43)CC2)c(OC)c1,train_fold1
Nc1ncc(-c2ccc(-c3ccccc3S(=O)(=O)Nc3ccccc3)cc2F)cn1,train_fold1
O=C(c1cccc(-c2nnc(N3CCC(N4CCCCC4)CC3)s2)c1)N1CCC1,train_fold1
C=CCNC(=O)C1CC(=O)N(c2ccc(Br)cc2)C1,train_fold1
CN1CCN(C(=O)c2cc3c(n(-c4ccccc4)c2=O)CC(C)(C)CC3=O)CC1,train_fold1
CCOc1ccc(CNCCN2CCCC2)cc1,train_fold1
COc1c(Cl)cc(Cl)c(O)c1C(=O)NC[C@@H]1CCCN1CCCCF,train_fold1
CC(C)(c1ccccc1)c1nnc(-c2sc3ccccc3c2OC2CCNCC2)o1,train_fold1
Cc1cc(-c2nccnc2C2CN(C(=O)c3nc4ccccc4[nH]3)C2)ccc1F,train_fold1
CC[C@H]1O[C@@H]2c3ccccc3C(C)(CBr)O[C@@H]2[C@H]1OCc1ccccc1F,train_fold1
CCSc1ccc2c(c1)-c1c(O)nc(N)nc1CC2,train_fold1
COc1ccc(OC)c(CNS(=O)(=O)c2ccc(-c3coc(C)n3)cc2)c1,train_fold1
N#Cc1c[nH]c2cc(N)ccc12,train_fold1
Cc1noc(NS(=O)(=O)c2ccccc2-c2ccccc2)c1Br,train_fold1
CN[C@@H](CC(C)C)C(=O)NCCc1c[nH]c2cc(Br)c(Br)cc12,train_fold1
OCC1CCN(c2nccnc2C2CN(c3ncc4ccccc4n3)C2)CC1,train_fold1
Cc1c(CNC(=S)SCCC#N)cnn1-c1ccccc1,train_fold1
CCNc1ccc(-c2cc(=O)c3c(N)cccc3o2)cc1,train_fold1
COc1cc(OC)c(/C=C/C(=O)/C=C/c2cccc(OC)c2OC)c(OC)c1,train_fold1
CN(Cc1ccc(C(C)(C)c2ccccc2)cc1)Cc1cccc2c(Cl)csc12,train_fold1
CCCn1cnc2c1nc(N)n1nc(-c3ccco3)nc21,train_fold1
Cc1c([N+](=O)[O-])cc(C(=O)Nc2ccc(Cc3ccncc3)cc2)cc1[N+](=O)[O-],train_fold1
CC(C)c1cc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)c(=O)o1,train_fold1
CCCCCNC(=O)CCNC(=O)[C@H](O)[C@@](C)(CO)Cc1ccccc1,train_fold1
COc1ccccc1C(NCc1ccc(SC)cc1)c1nccn1C,train_fold1
O=C(Cc1ccc(OCCCCc2ccccc2)cc1)NO,train_fold1
CCOc1ccc2c(c1Cl)C(=O)N(Cc1c(C)cc(C)[nH]c1=O)CC2,train_fold1
Clc1cccc2c1CCN(Cc1nc(CC3CC3)no1)C2,train_fold1
CCCN(CCc1cccs1)C1CCc2ccc3[nH]cc(C=O)c3c2C1,train_fold1
O=C(O)c1ccc(CCCc2ccccc2OCc2ccccc2)cc1,train_fold1
Cc1oc2c(c1C(=O)Nc1cccc(Br)c1)C1=NCCN1C=N2,train_fold1
COc1c(CNCc2ccc3c(c2)OCCO3)c(C(C)C)nn1C,train_fold1
CN(CC#CC1(O)c2ccccc2-c2ccccc21)Cc1ccccc1,train_fold1
CCCc1cc(NCC(C)(C)N(CC)CC)nnc1-c1ccccc1O,train_fold1
CC1(C(=O)Nc2ccc(F)cc2F)CCN1C(=O)Cc1ccc(Cl)cc1Cl,train_fold1
O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1,train_fold1
Cc1ncn2c(Nc3cccnc3)nncc12,train_fold1
Cc1ccc(N/N=C(\C#N)c2nnn[nH]2)cc1,train_fold1
CCn1ccnc1CN(C)c1cc(N(C)C)ncn1,train_fold1
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OCC1(F)F,train_fold1
C[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCN,train_fold1
Cc1ccc(C)c(S(=O)(=O)c2nnn3c2nc(N2CCN(C)CC2)c2sccc23)c1,train_fold1
O=C(O)c1cc(NC(=O)c2ccc(Br)cc2)cc(NC(=O)c2ccc(Br)cc2)c1,train_fold1
Cc1cc(C)c(Nc2ccnc(Nc3ccc(C(N)=O)cc3)n2)c(C)c1,train_fold1
Clc1cc(Cl)c(Cl)c(-c2nc(CN3CCCCC3)cs2)c1,train_fold1
c1ccc2nc(COc3ccc(-c4n[nH]cc4Cc4ccncc4)cc3)ccc2c1,train_fold1
CCOc1ncc(NC(=O)c2ccccn2)c(OCC)n1,train_fold1
O=C(/C=C/c1c(O)cc(Br)cc1Br)/C=C/c1c(O)cc(Br)cc1Br,train_fold1
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CC(F)(F)F)c3c2F)C1,train_fold1
CC1(C)Oc2c(c3nccnc3c3ccccc23)CC1O,train_fold1
CC(C)(C)C(=O)N1CCN(C(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,train_fold1
COc1cc(C(=O)OCCCOC(=O)c2ccc(O)c(OC)c2)ccc1O,train_fold1
COc1ccccc1N1CCN(Cc2ccc(CN3CCCC3=O)s2)CC1,train_fold1
O=C(CSc1ccccc1)N1CCC(N2CCCCC2=O)CC1,train_fold1
CC1(c2cc(Cl)cc(NC(=O)c3ccc(Br)cc3)c2)CCSC(N)=N1,train_fold1
CCCCC(Sc1ccc(OCCCOc2ccc(C)cc2)cc1)C(=O)O,train_fold1
O=C1COC2(COCCN(Cc3cccnc3)C2)CN1c1ccccc1,train_fold1
O=C(NCCNC(=O)c1cnccn1)c1cccc(Cl)c1,train_fold1
Cc1nn2cc(-c3ncc(C(F)(F)F)cc3Cl)cnc2c1Br,train_fold1
CC(N)CC1CC=CCC1,train_fold1
Cc1ccccc1OCCN1CCN(C(=O)c2cccs2)CC1,train_fold1
CC(=O)Nc1nc2c(C)cc(NC(=O)C3CCCCC3)cc2s1,train_fold1
O=c1oc2cc(O)ccc2c(-c2ccc(O)c(F)c2)c1-c1ccc(O)c(F)c1,train_fold1
CCN(C)CC#CCN1c2cnccc2Sc2cccnc21,train_fold1
CS(=O)(=O)c1ccc(-c2[nH]c(C(F)(F)F)nc2-c2ccc(Cl)c(Cl)c2)cc1,train_fold1
CCCCc1nc(NCc2ccncc2)c2sccc2n1,train_fold1
COc1cc(O)cc2oc(=O)c(C)cc12,train_fold1
Cc1cccc(CN2CCCC3(CCN(Cc4ccccc4O)C3)C2)c1,train_fold1
CC/C=N/OCCOc1ccc(CC(C)(C)C)cc1,train_fold1
CCCOc1ccc(S(=O)(=O)N2Cc3nccnc3C[C@@H]2C(=O)NO)cc1,train_fold1
CCCn1c(=O)c2[nH]c(-c3ccc(OC)cc3)c(O)c2n(CCC)c1=O,train_fold1
CCc1nc2c(n1C(CC)C1CC1)C(=O)N(C)CN2c1ccc(Cl)cc1Cl,train_fold1
CC1CN(C(=O)c2cccc(OCc3cscn3)c2)CCO1,train_fold1
COC(=O)CCc1cc2cc(C)oc(=O)c2c(O)c1O,train_fold1
Cc1ccc(C)c(N2CCN(C3C4CC5CC(C4)CC3C5)CC2)c1,train_fold1
CCOc1ccc(-c2nnc(NC(=O)C3CCCC3)o2)cc1,train_fold1
O=C(c1ccon1)N1CCCC(n2cncn2)C1,train_fold1
CN(CCCNC(=O)c1ccco1)c1nc(N2CCCC2)c2ccccc2n1,train_fold1
Cc1cc(N)nc(COc2ccccc2-c2ccccc2OCC2CCNCC2)c1,train_fold1
COc1ccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])cc1,train_fold1
NC1CCN(c2nc(Nc3cn(-c4ccccc4)cn3)c3cc(Cl)ccc3n2)CC1,train_fold1
CCN(CC)CCNc1cc2c(cc1N)c(=O)c1c(O)cc(O)cc1n2CC,train_fold1
O=C(/C=C/c1ccc2c(c1)nc(CCc1ccccc1)n2Cc1ccccc1)NO,train_fold1
Nc1ccc(F)c(F)c1N,train_fold1
Cc1ccc(C(=O)Nc2c(-c3ccccc3)nc3ccccn23)cc1,train_fold1
Cc1cc(C)cc(Nc2[nH]cnc3ncnc2-3)c1,train_fold1
CCOP(=O)(OCC)C(Cc1ccc(F)cc1)c1csc2ccc(F)cc12,train_fold1
COc1cccc2c1CC1(CCC(=O)N1)CO2,train_fold1
C#CCOCc1ccsc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,train_fold1
CC1CN(c2ncnc3[nH]ccc23)CC2(CCN2C(=O)CC#N)C1,train_fold1
COc1ccc(/N=C2/SCCCN2C)cc1,train_fold1
CCNC(=O)C(C)Oc1ccc(N(C)S(C)(=O)=O)cc1,train_fold1
CC1(C)Oc2cc(O)ccc2C2C1=CCn1c(=O)n(-c3ccc(Br)cc3)c(=O)n12,train_fold1
COc1c(C(=O)NC(C)Cc2ccccc2Cl)c(C)nn1C,train_fold1
CCc1cc(C)c2c(c1)[C@H]1CNC[C@@H]1NC2=O,train_fold1
CC1=NN(C(=O)Nc2cccc(O)c2)C(C)=NN1C(=O)Nc1cccc(O)c1,train_fold1
COc1ccc(-c2c(C)[n+]([O-])c(C)c(C)[n+]2[O-])cc1,train_fold1
COc1cccc(CCNCCCCCCNCCc2ccc(Cl)cc2)c1,train_fold1
CC(C1CCN(Cc2c(Cl)ccc(O)c2Cl)CC1)N1CCN(C)CC1,train_fold1
O=C(NCc1ccccc1)N1CCN(c2ccc(Cl)c(Cl)c2)CC1,train_fold1
CC[C@H](C)COc1ccc([C@H](CN)NC(=O)[C@H]2C[C@@H]2c2cccs2)cc1,train_fold1
COc1cc(-c2nnc(S(=O)(=O)Cc3cccc([N+](=O)[O-])c3)o2)cc(OC)c1OC,train_fold1
CCCCNc1nn2c(-c3ccc([N+](=O)[O-])o3)nnc2s1,train_fold1
CCC(C)SSc1nc2c(Br)cccc2s1,train_fold1
CC(C)(C)c1ccc(CN(Cc2ccccc2)C2=NCC(CI)S2)cc1,train_fold1
COc1ccc(CNc2cccc3[nH]c(C)nc23)cc1,train_fold1
CC(=O)N1N=C(c2cccc3ccccc23)CC1c1ccc([N+](=O)[O-])cc1,train_fold1
Cc1[nH]c2nc(S)nc-2cc1Br,train_fold1
CN(C)CCCN1CCC2(CCC(C(C)(C)C)CC2)C1,train_fold1
Clc1ccc2c(c1)/C(=C/C1CN3CCC1CC3)c1ccccc1S2,train_fold1
COc1cc(C(=O)Nc2nc(N)n(-c3ccccc3)n2)cc(OC)c1OC,train_fold1
C=CCSc1nsc(NC(=O)Nc2ccc(F)cc2)n1,train_fold1
